topics,Cluster,Top_Words,Metadata,2013-03-01,2013-03-02,2013-03-03,2013-03-04,2013-03-05,2013-03-06,2013-03-07,2013-03-08,2013-03-09,2013-03-10,2013-03-11,2013-03-12,2013-03-13,2013-03-14,2013-03-15,2013-03-16,2013-03-17,2013-03-18,2013-03-19,2013-03-20,2013-03-21,2013-03-22,2013-03-23,2013-03-24,2013-03-25,2013-03-26,2013-03-27,2013-03-28,2013-03-29,2013-03-30,2013-03-31,2013-04-01,2013-04-02,2013-04-03,2013-04-04,2013-04-05,2013-04-06,2013-04-07,2013-04-08,2013-04-09,2013-04-10,2013-04-11,2013-04-12,2013-04-13,2013-04-14,2013-04-15,2013-04-16,2013-04-17,2013-04-18,2013-04-19,2013-04-20,2013-04-21,2013-04-22,2013-04-23,2013-04-24,2013-04-25,2013-04-26,2013-04-27,2013-04-28,2013-04-29,2013-04-30
X161,3,bank reserve federal gmt diary speaks washington president policy monetary conference april governor meeting economic financial central ecb holds ,,NA,0.0019960782,0.0026250953,0.006205035,0.0039201613,0.0050813023,0.0055081423,0.0039313351,0.0019989683,0.0032745851,0.0038217746,0.003639068,0.0051423247,0.0047010335,0.0033415007,0.0015493126,0.0035931097,0.0048245674,0.0049146824,0.0043765223,0.0046386879,0.0037036252,0.0033924367,0.0035858099,0.0041251036,0.0048804088,0.0063592632,0.0049994626,0.0056767797,0.0012440867,0.002950704,0.0031696608,0.0051911849,0.0050883306,0.00552486,0.0049485577,0.0021303437,0.003511252,0.0037084389,0.0043478647,0.0044678329,0.0054807397,0.004044604,0.0027068346,0.0059306086,0.0047610471,0.0037279814,0.0039127938,0.004299294,0.0045326767,0.0046520833,0.0040551472,0.0051053915,0.0044819406,0.0079157402,0.0060006678,0.0051041224,0.0033530523,0.003412098,0.0058849944,0.0037878674
X162,3,athens greece greek aek salonika panathinaikos piraeus olympiakos veria panthrakikos paok atromitos asteras tripolis aris pas platanias kerkyra athinon ,,NA,0.000908651,0.0021988503,0.0041487471,0.0015966586,0.0024678235,0.0013055177,0.0003800822,0.0010142985,0.0003168394,0.0031790455,0.0011068684,0.0003847907,0.0010911779,0.0014629343,0.0017113776,0.0003842092,0.0008554128,0.0068944909,0.0051169081,0.0030736012,0.0006476027,0.0012316295,0.0013136931,0.0009213224,0.0005384034,0.0013736122,0.0005675071,0.0045831036,0.0008806242,0.0035121899,0.0031811622,0.0051260681,0.0029352769,0.0009998248,0.0012391421,0.0008978754,0.0015437023,0.001733268,0.0014188668,0.0011092353,0.0032326324,0.0007196841,0.0017088994,0.002349876,0.0055695071,0.0046767083,0.0007151479,0.0267571783,0.004701438,0.0019890118,0.0018451097,0.0022802433,0.0024622167,0.0014381581,0.003441332,0.0131938252,0.0004403396,0.0039481009,0.0050497671,0.0033486658
X163,4,trade japan talks states united tpp free countries pacific wto world negotiations agreement palmer doug exports washington pact market ,,NA,0.0007333973,0.0002877043,0.0004653612,0.0023820914,0.0018428839,0.000929266,0.0002852528,0.0002927417,0.0002280754,0.0008326518,0.0014331569,0.0018261778,0.0025708094,0.0019532074,8.31486935415273E-005,0.002792229,0.0015613255,0.0066103317,0.0052559405,0.0043763794,0.0028204128,0.0006203651,0.0017119613,0.0024257445,0.0016371667,0.001159879,0.0087651009,0.0054227485,0.000303711,6.25384750675642E-005,0.0013144079,0.0059778502,0.0032844175,0.0031650818,0.0005599305,0.0003934497,0.002929551,0.0047841693,0.0034964789,0.0040171503,0.0028454202,0.0029326348,0.0001997603,0.0001922598,0.0025858362,0.0023031374,0.0029916671,0.0027838394,0.0027426747,0.0002837863,0.000986344,0.0016155001,0.0025508771,0.0035547713,0.001927062,0.0019118794,0.0008671827,0.0031785782,0.0037989138,0.001841141
X164,4,angeles los california lohan smith mahony gerhartsreiter attorney whitcomb gorman actress sohus manson dan home cynthia car johnston brown ,,NA,0.0003092653,0.0001779776,0.0004785794,0.0021503609,0.0020983165,0.0003183246,0.0001543041,0.0005360571,0.0003415074,0.0008494407,0.00043251,0.0006279678,0.0002036861,0.0014508229,0.0002814977,0.0042422702,0.0007802455,0.0005921952,0.000934803,0.0005327484,0.0002679098,0.0001242473,4.72677533578047E-005,0.0008001509,0.0003576212,0.0009124546,0.0027921304,0.0015494787,3.22977376079086E-005,3.1460131683966E-005,0.000732469,0.000044756,0.001494119,0.0004490007,0.0003149218,0.000091062,6.50893304294144E-005,0.0014487703,0.0010072254,0.0008790525,0.0013178408,0.0001369428,0.0015152941,0.0002921748,0.0006423063,0.0004055405,0.0002436159,0.0007884602,0.0010175188,0.0002662898,0.000190535,0.0001662475,0.0002723438,0.0007579487,0.0006684488,0.0002076422,0.000029282,0.0008785414,0.0002682425,0.0002277733
X165,4,borussia dortmund bayern munich hamburg leverkusen hanover schalke frankfurt bayer werder sv eintracht bremen freiburg wolfsburg mario vfl stuttgart ,,NA,5.98964217087111E-006,6.59048448534925E-006,0.0040379432,0.0035170292,3.24830957042159E-005,0.0030149163,2.42837234925343E-005,8.40042602864445E-006,1.19562090765936E-005,4.85945022325133E-005,3.15831432839015E-005,7.00580873277401E-005,5.15136113004221E-006,0.0030750034,5.45994074567119E-006,5.15352776967332E-006,0.000015403,7.67617112174063E-006,0.0027620576,0.0037252389,0.000007815,7.38175372073302E-006,8.96492225178492E-006,0.0006793922,6.80156611816947E-005,7.09620293952905E-006,0.0001936149,8.46226570649021E-006,6.12567101236347E-006,5.9668085437173E-006,5.85318680686327E-006,0.0059907598,9.34395280283611E-005,5.11837224247475E-006,0.0046722807,8.13990670760802E-006,0.000006407,0.0048419938,0.0045225816,7.82124602746943E-006,6.51015996324551E-005,7.08266662901155E-006,6.58291528364537E-006,5.70944155721546E-006,0.0040716258,0.000009659,0.0035676634,6.78588070263338E-006,8.46329049142752E-006,0.000009151,0.000148314,9.02870604426347E-006,7.49082851588705E-006,5.86491815356174E-006,8.709763545815E-005,6.66360478807407E-006,5.55370377800119E-006,6.21041387723248E-006,4.1275683731449E-005,0.0001687681
X166,4,coal mining mine company mines miners copper miner ore production tonnes steel platinum bhp iron gold operations workers mill ,,NA,0.0009214015,0.0002603378,0.0002975955,0.0002948149,0.0001608625,0.0006055286,0.0003190997,0.0002108973,0.0001093147,0.00040465,0.0001464405,0.0005088584,0.0005381963,0.0003233525,0.000159806,0.0001129805,0.0003757183,0.0001484846,0.0003780053,0.000399626,0.0002877168,0.0001046382,0.0003393304,0.000566077,0.0004473173,0.0002091577,0.0012785257,0.0003792569,0.0003350483,5.3470539220281E-005,0.0005070857,0.0003372797,7.94519242628988E-005,0.0005407911,0.0003050899,7.2944388557074E-005,0.0001688392,0.0001294412,0.0004025777,0.0004368392,0.0001999817,0.0001218493,0.0003080792,0.0001821178,0.0085191644,0.0037777763,0.0027606982,0.0027902032,0.0882572415,0.0689527851,0.0138298478,0.013705185,0.0043476846,0.0019748061,0.0130980425,0.0123083311,0.0007385382,0.0008196571,0.0016199223,0.0017153079
X167,5,fed policy financial economy market stimulus growth federal reserve bernanke bond global economic buying officials central bonds purchases trillion ,,NA,2.22888097695744E-005,2.45246795706191E-005,0.0052581696,0.0071137048,0.0037185099,0.0048243627,0.0038750432,3.76383290160296E-005,5.03669053410063E-005,0.0041773859,0.0042195605,0.0036882749,0.0035409421,0.0037940964,2.0317671266782E-005,1.91774394569153E-005,0.004137751,0.0037319745,0.003544147,0.0031703283,0.0034552788,2.74691709043009E-005,0.0002167593,0.0024710288,0.0034837705,0.0050321202,0.0050996428,0.0076715694,0.000022795,0.0002778,7.71683708807397E-005,0.0054197125,0.0048305816,0.00502109,0.0063929073,5.11455406840381E-005,0.000023842,0.0064919004,0.0066423167,0.006011705,0.006817112,0.0003618798,2.44965128634815E-005,0.0003685042,0.0041401286,0.0057273568,0.0070728814,0.006110039,0.0007470983,0.0029093679,0.0026035951,7.6708922267973E-005,0.0039806968,0.004624628,0.0041368392,0.0048297656,0.0034222804,0.0028111786,0.0001412383,0.0045557316
X168,5,egypt cairo imf egyptian mursi mubarak loan president billion government mohamed economic state fuel political minister hosni foreign elections ,,NA,0.0015273794,0.0032782466,0.0064806868,0.0016051001,0.0002209599,0.0012139229,0.0013172253,5.96733686429428E-005,0.0018118787,0.001843998,0.0008378435,0.0002888261,0.0198754116,0.0049673355,4.44471568085029E-005,0.0067152984,0.0119002016,0.0049810006,0.0403517083,0.0297951037,0.0108390395,0.0102041078,0.0016088829,0.0012354247,0.0017689068,0.0002368464,0.0002548045,0.0001863793,4.35143912058399E-005,0.0003625625,6.00939395745929E-005,0.0001310115,0.0007909658,0.0005139556,0.0010092821,0.0001111928,0.000771334,0.0001501069,0.0014565834,0.0005985139,0.0007971765,0.0005402838,4.67624771799367E-005,7.95498454719028E-005,0.0008586125,0.0001793658,0.0006566472,0.0003619236,0.0011101384,0.0002555987,0.0009340697,0.0005829159,0.0001325761,0.0005168625,0.0006175677,0.0006014408,0.0001120642,0.0019378497,0.0012601047,0.0025676043
X169,5,cuba cuban travel miami havana trip tourism people island government castro jay beyonce american cubans department visit florida tours ,,NA,0.0014319115,0.002138836,0.0041203935,0.0040872043,0.0039418807,0.0043947935,0.003667779,0.0009809585,0.0044416739,0.0076614078,0.0051193769,0.0086290051,0.003514876,0.0017629232,0.0007515207,0.000660342,0.0034222053,0.0027221953,0.0032101694,0.0048705296,0.0029807515,0.0005737752,0.004216599,0.0038064714,0.0044967294,0.0053824027,0.0046070207,0.0066988717,0.0011334379,0.0014514603,0.0026385076,0.0012437567,0.0034643157,0.0045913885,0.0027929109,0.0011079738,0.0046373994,0.0024052964,0.0037318987,0.0038581894,0.0028594459,0.0014033956,0.0009819606,0.0017460534,0.0060724832,0.0039217804,0.0045049591,0.0019808249,0.0022373544,0.000319753,0.0022829424,0.0030047549,0.00207524,0.0028886195,0.0023555253,0.001948926,0.0007733746,0.0012253959,0.0037459171,0.0039552712
X170,5,germany merkel german berlin chancellor spd angela greens europe democrats minister september germans fdp centre cdu social schaeuble steinbrueck ,,NA,0.0018735566,0.0023355005,0.0294902751,0.0079207458,0.0015830344,0.0011757645,0.0011140238,6.67998966447116E-005,0.0003007821,0.0001260582,6.94296813383834E-005,1.30927849181538E-005,6.73143244137428E-005,1.89973355970867E-005,1.01254558279383E-005,9.55721320442021E-006,0.0002242085,0.0007818826,3.65199109813411E-005,0.0007608456,8.74468331078351E-005,7.62550955974426E-005,7.55705642241036E-005,2.9800365488049E-005,1.48201112508957E-005,1.31599027823249E-005,0.0009069705,0.0013406998,1.13600520850605E-005,0.0011609782,0.000625238,0.0001994549,7.20279244027658E-005,0.000009492,1.33684183522958E-005,1.50954506011387E-005,3.58696911057164E-005,1.37839075489367E-005,1.24346667947598E-005,6.94881952010069E-005,1.57827744838489E-005,2.61267228084258E-005,7.51458612240239E-005,1.05881548871413E-005,1.99002072671167E-005,4.77241390689037E-005,1.40375870896479E-005,0.0012635297,1.56951655744435E-005,6.90737561370032E-005,0.0001690017,0.000024179,0.000144444,6.93218857144431E-005,2.05973861278561E-005,2.16928763746466E-005,1.029933929781E-005,2.09409488171452E-005,1.07399490127954E-005,6.1180625326691E-005
X171,5,land iceland class social reform people rural urban housing system income controls capital inequality independence government years household urbanisation ,,NA,0.0054298601,0.0030389427,2.42354692698105E-005,1.04967755474417E-005,0.000009864,1.0632210537617E-005,0.002478691,0.014240885,0.0026909785,8.85641432667278E-006,9.35966351330375E-006,1.05418483495817E-005,7.69189560482973E-006,0.0002459779,0.0028767034,0.002772576,0.0013788752,1.14618846209203E-005,0.0002370553,1.22871760312294E-005,1.16691428356234E-005,1.10222672352184E-005,1.33862185790068E-005,1.05261189952828E-005,1.19326305524388E-005,1.05958892851094E-005,1.14991338520239E-005,0.0044865286,0.0051805871,0.0047119375,8.73984578782385E-006,9.97792398817323E-006,1.01907009330194E-005,7.64263734611272E-006,0.0026813568,0.0047792779,0.0030675299,1.1098315901002E-005,0.0013967127,0.002522057,3.03983280368599E-005,0.0024988818,0.0045220601,0.0031022343,1.60229445795227E-005,0.0021537376,1.13025697144028E-005,1.01325231591862E-005,0.0020515996,0.0039999937,0.0027204759,1.34814590912986E-005,0.0011528542,8.75736276864323E-006,1.01092719242132E-005,0.0026163764,0.0050732086,0.0032222461,3.86626705437326E-005,0.0013901611
X172,6,company board executive chairman pay shareholders chief million companies ceo executives percent corporate year kpmg firm directors swiss corp ,,NA,0.0052425465,0.0040215654,0.0053129562,0.0067897927,0.0169032081,0.0211608609,0.0111056484,0.0047347311,0.0023056446,0.0068373207,0.0185838978,0.0144866385,0.0194151276,0.0143408538,0.0015814406,0.004045575,0.0065936117,0.0156766228,0.0141225129,0.0109484346,0.0065342126,0.0073818181,0.0025430347,0.0017466035,0.0028383536,0.0068440798,0.0064014206,0.0062550971,0.0025460108,0.0035444314,0.0028963905,0.0053198052,0.0046554374,0.0050509469,0.007736103,0.0008512019,0.0050233713,0.0085939091,0.00657922,0.0114886959,0.0125348674,0.0080488986,0.0018510635,0.0028708745,0.0172330585,0.0183074395,0.0124279216,0.0105757384,0.0095644135,0.0077153801,0.0021699044,0.0080114004,0.017614485,0.008914918,0.0188553686,0.0138971451,0.0035758965,0.0044231714,0.0056028198,0.0195429381
X173,6,words soccer gmt expect pix league cup pm final cricket tennis tour open champions england championship golf copy world ,,NA,0.0019140206,0.0015818275,0.0005001399,6.79824256243773E-006,1.25064162761244E-005,0.000006886,0.0022652576,0.001450818,0.0014477122,5.73586169905711E-006,6.0617913166434E-006,2.22212558259004E-005,4.98166049662038E-006,0.0015516287,0.0047691499,0.0014203456,0.0009692221,7.42329599442392E-006,7.72893700028965E-006,7.95779643854793E-006,0.0004919256,7.13857754834883E-006,8.66959196017849E-006,0.0011160712,7.72817486063187E-006,6.86243363015079E-006,0.0003220467,0.0023928203,0.0029055397,5.77024473003504E-006,5.66036601958275E-006,0.0056856876,0.0000066,0.0003022939,6.97116727989329E-006,0.0052670819,0.0001552464,0.0072425204,0.0012186856,7.56359171601589E-006,5.46605514517027E-006,6.84934324458614E-006,0.0031993136,0.0017154726,1.0377269031216E-005,9.34083680042544E-006,7.32011560598716E-006,6.56233429917002E-006,8.18448539099449E-006,0.0027951503,0.0014966475,0.000463837,0.0012300882,5.6717109020215E-006,6.54727562381696E-006,6.44408650448604E-006,0.0055942628,6.00582500408363E-006,5.6005115319318E-006,0.0058051488
X174,6,warner concacaf spartak blazer fifa committee kosice zilina nitra bratislava simmons myjava moravce zlate vion senica presov tatran trnava ,,NA,0.0001039879,0.000799012,0.0007561922,0.0001349606,0.0004629112,0.00037121,0.0001415555,0.0001238562,5.79902872887616E-005,6.67496857073765E-005,0.0003539411,0.0003357638,8.71436062987843E-005,0.0003714469,0.0002663195,0.0001733849,0.0004035866,0.0009921087,0.0004416515,0.0001903288,0.000319703,0.0001583931,0.000077778,3.05986936819564E-005,0.0003948996,0.0001315269,0.0011685827,0.0001527159,2.65888567407052E-005,2.5899304296282E-005,2.54061220673075E-005,0.0013634306,0.0025671857,0.0002337541,3.12895537588653E-005,0.0009850321,0.0009940733,0.0016655458,0.0017763157,0.002996408,0.0029599367,0.0083961877,0.0051493052,0.0020430805,0.0029529025,0.0023252614,0.006558163,0.0003611299,0.0015885551,0.0021686934,2.4709410249459E-005,0.0011211824,0.0010153834,0.000934604,0.0014780552,0.00030468,0.0016119028,0.0001147022,0.002246443,0.0020081878
X175,6,market year percent investors markets analysts price week high growth term prices short investment low average end asset stock ,,NA,0.0001475307,0.0002817138,0.0036427995,0.0015359585,0.0013261092,0.0017532975,0.0004031704,0.0004809996,0.0003764839,0.0009024757,0.0015849727,0.0021019234,0.0009309304,0.0022033843,0.0100413476,0.0159117117,0.038497452,0.0298996225,0.0249674321,0.041500273,0.055423294,0.0295071791,0.0569249998,0.0733451522,0.0388790798,0.0545643097,0.0342156985,0.0432854908,0.0091345281,0.0010045985,0.0075518049,0.012689951,0.0043999455,0.0043705754,0.0046905707,0.0004972607,0.001058896,0.0006396641,0.0029078885,0.0028077978,0.0094899907,0.0068520436,0.0007102875,0.0040967881,0.0009581471,0.0008839585,0.0020143531,0.0021699626,0.0015424885,0.0010711592,0.0004014691,0.0013413759,0.0064106984,0.0006331314,0.0038287148,0.0006543633,0.000943349,0.0022097841,0.0050535518,0.0085679042
X176,6,bank cyprus banks euros controls capital central cash thursday nicosia run popular cypriots restrictions depositors cypriot money country reopen ,,NA,5.2993205927156E-005,6.82216450856103E-005,0.0010839005,0.0015232785,0.0020653828,0.0010464359,0.0007489328,1.2452344164211E-005,8.74985297116713E-006,0.0010299785,0.0011679159,0.0011097342,0.0010645477,0.0011012535,8.09352538186301E-006,0.0004680541,0.0011679165,0.0009297828,0.0014641143,0.0013111409,0.0015160328,8.33468823661967E-005,1.32891233020754E-005,0.0009489294,0.0012863432,0.0015170433,0.0012842549,0.0019831839,9.08036847447722E-006,8.84487921147878E-006,0.0017359257,0.0014954389,0.0011270148,0.0017801654,0.0009184843,1.20661641971581E-005,9.49744292675979E-006,0.001085708,0.0012361785,0.0010483999,0.0012742514,0.0008902319,9.75816303081292E-006,8.46337209725639E-006,0.000909993,0.0010575337,0.0008629042,0.0008413005,0.0008191826,1.35649378682927E-005,8.43851813713448E-006,0.0008552068,0.0009588275,0.0012199687,0.0009920094,0.001040141,8.23251470746054E-006,0.000009206,0.0012007508,0.0007939489
X177,6,casino macau singapore gambling universal gaming sands million vegas resorts casinos las soriano congress wealthy saturday city april wynn ,,NA,0.0004498222,0.0007213906,0.000479886,0.0077260174,0.0089758156,0.0187277593,0.0062095093,0.0039247782,0.0021197388,0.0070351121,0.0024778693,0.0006922216,0.0026402161,0.0086967956,0.001311614,0.0008080332,0.0028607346,0.001928561,0.0058907524,0.0089743235,0.0039213912,0.0004553154,0.0011385713,0.0038675469,0.0115828308,0.0052919436,0.0166623258,0.0275658816,0.0079957364,0.0037786513,0.0236482266,0.0236757928,0.0220527273,0.0119037521,0.0220929081,0.0062179421,0.0123995028,0.0154693914,0.0125906092,0.0174272956,0.0204043493,0.0403622603,0.0184172249,0.0142673305,0.0123866874,0.0106969415,0.0007651944,0.019355707,0.0026841766,0.0021781856,0.002213278,0.0020390202,0.0045717161,0.0024278774,0.0033527089,0.002220271,0.0039727772,0.0003038558,0.0012267361,0.0009767375
X178,7,play jewish nazi bruges jews offs group vienna club charleroi ghent waregem zulte racing bergen genk standard lokeren anderlecht ,,NA,3.41024162076524E-005,0.0013216372,0.0013852667,0.0001652219,0.0037744969,0.0013667223,0.0005549377,0.0001029988,0.0007779085,0.0061533239,0.0089049942,0.0061958147,0.0042863122,0.0092410646,0.0018008358,0.0011393709,0.0001166713,0.0007390332,0.0117566461,0.0069869094,0.0023785493,0.0005751359,0.0049130652,0.0004661371,0.0006848683,0.0027103378,0.0017298714,0.0020679268,0.0004256494,3.39724114703884E-005,4.09151978336601E-005,9.20614343752546E-005,0.0003182526,0.0009857144,0.0002067536,8.01180668013995E-005,0.0007373247,0.0004511713,0.0027182816,0.0011628519,0.0031620736,0.0002110319,0.0020815386,4.9281591443495E-005,0.0002175067,0.0012368291,0.0010936288,0.0011101484,0.0002916878,0.0001583996,0.0001253172,0.0014688607,0.0032364631,0.0044017886,0.0004589601,0.0009663171,0.001071749,0.0006164134,0.00008799,4.86546889061324E-005
X179,7,kiev league donetsk metalurg april march shakhtar dynamo metalist kharkiv europa champions volyn lutsk odessa arsenal zaporizhya uzhgorod zakarpattya ,,NA,0.0023786201,0.0001194532,0.0044917943,0.0027295087,0.0005561872,0.0006125334,0.000533145,6.71659048811171E-005,0.000380618,0.0007175681,0.0003251191,0.0017210454,0.0025269195,0.00077224,0.0001200939,0.0004968895,0.0010090555,0.0037568976,0.0015191342,0.0010239531,0.0055919662,0.0004075424,0.0024036813,0.0007547327,0.0001568993,0.0018121195,0.0026712189,0.0003078301,9.83637988669018E-005,3.86466269997546E-005,0.0003718556,0.0001044751,0.0007556084,0.0007236452,0.0001487727,7.70745016766212E-005,0.0001755799,0.0004056719,0.0002269484,0.0007915247,0.001262905,0.0009304985,0.0011314054,0.0021733632,0.0004724988,0.0013432427,0.003147318,0.0016151756,0.0019892975,0.001193248,0.0004285685,0.0006894167,0.0002274163,0.0003897873,0.0007226837,0.0006469481,0.0002624304,0.001084718,0.0006966998,0.0011259888
X180,7,african bozize central republic bangui president south rebels seleka power capital government rebel country africa troops regional france djotodia ,,NA,0.0068179661,0.0008747735,0.0023712263,0.0008058356,0.0040868291,0.0034776488,0.0002277937,3.63725686902581E-005,0.0002946451,0.0001145273,0.0015854316,0.0007608792,0.0001551574,0.0023672294,8.26376039329623E-005,0.0005252563,0.0014907387,0.0014562932,0.0034727376,0.0004024073,4.11284078629149E-005,3.19618723319984E-005,0.0001041336,0.0115560492,0.0004713379,0.0010210849,0.0013977074,4.35065942093825E-005,2.65232250020856E-005,0.0002631266,0.0002650939,0.0001253686,0.000416423,2.21617743358386E-005,0.0043342486,4.88348628191658E-005,2.7741475073281E-005,0.0016791877,0.0001870026,0.0045943478,0.0001228029,0.0013595265,0.0005061177,0.0002091927,0.0012916358,0.0016785023,0.000601671,0.0015534318,0.0091147049,0.0052864867,0.000392931,0.0027048674,0.0075837301,0.003290771,0.0039902383,0.0017820766,0.0078702399,0.002166235,0.0004996374,0.000187862
X181,7,editing reuters reporting pravin char jon hemming geneva march april told tuesday monday stephanie nebehay news friday writing statement ,,NA,0.0135210927,0.0057247928,0.003542504,0.0031969936,0.0005684035,0.0013842163,0.0062594857,0.0157117433,0.0180460703,0.0014285907,0.0060386683,0.0049420909,0.0012863103,0.0046300293,0.0170124538,0.0134787514,0.0026663987,0.001544359,0.0006368952,0.0007143064,0.0014321737,0.0020403885,0.0006766116,0.0002359041,0.0050842755,0.0007301194,0.004617246,0.0057844966,0.0184129566,0.0095761855,0.0149576632,0.0031840321,0.0009959833,0.0022398419,0.0037801118,0.0144255235,0.0176537971,0.0065690542,0.0041125068,0.0010490802,0.002193678,0.0052267614,0.0168126128,0.0201610791,0.0010934194,0.0089118472,0.0112771736,0.002685573,0.0039229542,0.0057169114,0.008468327,0.008141428,0.0019337568,0.0001546932,0.0014043214,0.006423926,0.0204060812,0.0181154931,0.0063947829,0.0013076422
X182,7,milan juventus serie italy brian homewood inter italian champions balotelli match juve andrea rome conte lazio buffon terry ac ,,NA,0.0279427199,0.0229783475,0.0050413916,0.0017953999,0.0002945313,0.0003473671,0.0069917271,0.0226164489,0.0219635887,0.0064985631,0.0016520857,0.0002379391,0.0005636402,0.0089607252,0.0505843659,0.0293120468,0.0001506087,0.0001118359,8.33422542260137E-005,0.0001404368,0.0001936918,7.69763222063144E-005,0.0001683274,0.0001502857,0.0013666258,0.00012777,0.0006112918,0.0033296706,0.0565352432,0.0689047417,0.0397847653,0.0018706872,0.0002015833,0.000448113,0.0098853918,0.0342504753,0.0341801072,0.0079797489,0.0038866411,0.0001567189,0.0002417256,0.0072351894,0.033517086,0.0368694323,0.0070135805,0.0014600315,7.89338735423938E-005,0.0005969396,0.0076891431,0.0312972858,0.0292142799,0.0087459657,0.003304465,0.0006636874,0.0003006481,0.0101424243,0.03800607,0.0448373078,0.0066786092,9.7078079491839E-005
X183,7,cardinals pope vatican conclave benedict cardinal church chapel pontiff sistine italian smoke curia world catholic peter elected vote roman ,,NA,0.0001068837,0.0030709745,0.0004250572,0.0036245819,0.0003453242,0.0005770354,0.0001261213,0.0002903412,0.0001653725,0.0006695899,0.000925623,0.0005019779,0.0003197068,0.0011144104,4.31189273760288E-005,2.94517824844965E-005,0.0008650397,0.0002766608,0.0017207293,0.0005797091,0.000587907,0.0001896913,0.0004904001,0.0007958029,0.0003900432,0.0005937688,0.0013736831,0.0003099074,0.0012289169,6.4403336710356E-005,0.0011715886,0.0057763506,0.0087771471,0.0052225721,0.0288443159,0.0021246776,0.00026114,0.0050752753,0.0013317396,0.0009741013,0.0008102385,0.0019801955,3.76205577446769E-005,0.0014189845,0.0005752468,0.0001933317,0.000383018,0.0004718542,0.0004795212,0.0002672372,0.0005024431,0.0025006881,0.0003201211,0.0005671847,0.000371516,0.0002751762,0.000116131,0.0014840644,0.000642204,0.0006242216
X184,7,al qaeda canadian canada police toronto plot iran esseghaier montreal train men attack arrested jaser authorities passenger terrorism alleged ,,NA,0.0010012275,1.34774334451992E-005,2.07874132007193E-005,0.0007727515,0.0013256072,0.0007044172,0.0007040986,1.71787344259828E-005,1.20709320651515E-005,0.001089659,0.0004278715,0.00025379,0.002574396,0.0003891771,1.11654899086854E-005,0.0020656999,1.41795464436812E-005,8.30032009953685E-005,0.0011088928,6.06831793094632E-005,0.0002474808,0.0001239291,1.83331200093727E-005,0.0023392093,0.0005910005,0.000569083,0.000020439,1.73051955601061E-005,1.25268974625224E-005,0.000012202,0.0004869852,1.36652839515453E-005,1.39566930034795E-005,0.0001617142,1.47415526514658E-005,0.000016646,0.0005692654,0.000510099,0.0001023904,0.000830133,8.38657804311208E-005,1.44839379137053E-005,0.000013462,0.0056525457,0.0016026325,0.0006884904,0.0001859536,0.000013877,0.0002558616,1.87136222763663E-005,0.0001270816,0.0005726938,0.0001114973,0.0017773329,0.0008086478,0.0002002571,0.0002453195,1.27001952411253E-005,0.0008430902,0.0002328032
X185,8,cricket series test australia team players captain england ashes pakistan south clarke tour squad india africa back international side ,,NA,0.0001935584,0.0003497067,0.0002115205,0.0013050569,0.0014548354,0.0011501244,0.0004521141,0.0001011377,5.28165559628485E-005,0.0006296392,0.0013930742,0.0043991573,0.0027121416,0.0011185928,0.000044924,0.000047999,0.0010114041,0.0015858211,0.0020594828,0.0009004096,0.0006916119,6.07365123126874E-005,0.0001037725,0.0014158146,0.0008413895,0.0016023604,0.0016169557,0.0006738242,0.0001350868,0.0002674173,0.0007496638,0.0015102392,0.0032375873,0.000795544,0.0001668981,7.89946534339587E-005,0.0003422791,0.0001945482,0.0019608122,0.003781126,0.0011176269,8.9618149826092E-005,0.0003818673,6.71519075808474E-005,0.0001485672,0.0017388637,0.0028572611,0.0016138087,0.00084359,0.0003625045,6.07908182107852E-005,0.0008772659,0.0018528305,0.0032052883,0.0017678575,0.0004548313,0.0004442773,9.6095912668589E-005,0.0016549677,0.0024805884
X186,8,missile nuclear united states north defense korea hagel pentagon military system washington defence plutonium kim threats missiles pacific reactor ,,NA,0.0157121995,0.0137055119,0.0037164216,0.0045588021,0.0050913916,0.0021334158,0.0043453451,0.0187555399,0.0153787626,0.0017954391,0.0088385889,0.0094202038,0.0031073247,0.0055239164,0.0223534968,0.0132505278,0.0010948472,0.0020744651,0.0009963608,0.0032158922,0.0229895312,0.0210268521,0.0058966169,0.0038803813,0.0328437624,0.0106278284,0.0018003183,0.0037092551,0.0172301724,0.017658652,0.0080462242,0.0118099305,0.0104071849,0.0095757658,0.004542642,0.0181515853,0.0142325581,0.0054047793,0.008471364,0.0082079804,0.0091155319,0.0041212247,0.0224645027,0.0203814663,0.0031419843,0.0037454582,0.006201077,0.0023284316,0.0051494916,0.0131265375,0.0206266273,0.0034085789,0.003463803,0.0041370955,0.0082384455,0.0057491653,0.0196022783,0.0154928814,0.0037868279,0.0051207472
