topics,Cluster,Top_Words,Metadata,2013-03-01,2013-03-02,2013-03-03,2013-03-04,2013-03-05,2013-03-06,2013-03-07,2013-03-08,2013-03-09,2013-03-10,2013-03-11,2013-03-12,2013-03-13,2013-03-14,2013-03-15,2013-03-16,2013-03-17,2013-03-18,2013-03-19,2013-03-20,2013-03-21,2013-03-22,2013-03-23,2013-03-24,2013-03-25,2013-03-26,2013-03-27,2013-03-28,2013-03-29,2013-03-30,2013-03-31,2013-04-01,2013-04-02,2013-04-03,2013-04-04,2013-04-05,2013-04-06,2013-04-07,2013-04-08,2013-04-09,2013-04-10,2013-04-11,2013-04-12,2013-04-13,2013-04-14,2013-04-15,2013-04-16,2013-04-17,2013-04-18,2013-04-19,2013-04-20,2013-04-21,2013-04-22,2013-04-23,2013-04-24,2013-04-25,2013-04-26,2013-04-27,2013-04-28,2013-04-29,2013-04-30
X187,8,win year back time victory final home won team top end record season winning title lead start added good ,,NA,0.001270334,0.0026776086,0.0064636448,0.0046510245,0.0026029592,0.0026324218,0.0001371751,0.0004855946,0.012598353,0.0062728892,0.0005097326,0.000668973,0.0094077479,0.0112614314,0.0114499941,0.0048507007,0.002496501,0.0010936953,0.0004267346,0.0001994578,4.907658637085E-005,7.25752846059572E-005,0.0001339512,0.0002667879,0.0002161376,0.0020139815,0.0002965012,0.000279045,0.0002775745,0.0007956368,0.0036696441,0.0006903503,9.05070906674662E-005,0.000091444,0.0001647325,4.57445955007802E-005,0.0001492174,0.0026350019,0.000210163,0.0033934419,0.0001360316,7.57375627494359E-005,0.0001481066,6.53586656923285E-005,0.0002717944,9.19458634469157E-005,6.31884831555284E-005,0.0007672747,5.70486977405623E-005,0.0006421778,0.0003382384,0.0003192063,0.0006053107,0.0001457236,0.0002534737,4.31155677688033E-005,5.83859215990431E-005,0.0006877448,0.0004476624,0.0002034827
X188,8,pounds british reuters million london uk http britain link group pound bangalore editing company chief online arm march years ,,NA,0.0007871915,0.0002579957,0.0004807251,0.0007075777,0.0003295465,0.0002630076,0.0007133205,0.0001542993,5.80810821141578E-005,0.0002203084,0.0003804022,0.0003795838,0.0001839289,0.0005489387,0.0003875585,7.2382444333309E-005,0.0023641684,0.000433394,0.0015952299,0.0005765629,0.0003141884,0.0002946983,0.0002743805,0.0017875922,0.0010967002,0.0027613154,0.00221239,0.0045758381,0.0004603602,3.57734903626713E-005,0.0038582806,0.003232491,0.0030820063,0.0041913912,0.0005599456,0.000073155,9.58617773237582E-005,0.0005956074,0.0004074018,0.0009585982,0.0008725679,0.0002389076,5.47462002892593E-005,0.0005350082,0.0008722543,0.0007895709,0.0008882022,0.0014492413,0.0019504846,0.0011706728,0.0001800318,0.0010354232,0.0168404609,0.0020577054,0.0020676674,0.0003126913,0.0004059762,0.0004129162,0.0004156868,0.0007815158
X189,8,words gmt expect sports pm xchange moved pix league news national nba baseball games schedule nhl notes highlights fbn ,,NA,0.0021745961,0.0055793348,0.0062572295,0.0090120489,0.0064362829,0.0058826245,0.0040484992,0.0008720805,0.0023696495,0.0058486184,0.0050277308,0.0060611262,0.0070079176,0.0042833688,0.0012530222,0.0021511764,0.008596356,0.007170983,0.00886351,0.0043567503,0.0059822155,0.001195617,0.0029660995,0.0054372901,0.0059507962,0.0075956247,0.0079091941,0.0052000749,0.0017869888,0.0037864327,0.003708541,0.006253393,0.0063737836,0.0059028814,0.0048400586,0.0013022307,0.0017590264,0.0055769563,0.0071231231,0.0140806548,0.0073389337,0.0076685783,0.0012284066,0.0021530667,0.0070797122,0.004942491,0.0047539348,0.0046466154,0.0043765173,0.0032346367,0.0019219399,0.0064669749,0.0062786041,0.0070826316,0.0056956042,0.0047923466,0.0016679877,0.0034372894,0.008288332,0.0066138599
X190,8,percent earnings dow nasdaq pct data shares futures week quarter points expectations reuters company reported results corp average companies ,,NA,0.0020205438,0.0015414525,0.001865412,0.0030952479,0.0007691115,0.0007438254,0.0024750487,0.0018384692,0.0010654724,0.0007043511,0.0017938416,0.000672582,0.003924889,0.0007810005,0.0001257612,0.000805182,0.0011149499,0.002031196,0.0019032347,0.0018247924,0.0006903183,0.0003536589,0.0025360211,0.0036104285,0.0055714183,0.0020636309,0.0016572419,0.0046112486,0.0003264731,0.000176902,0.0047567251,0.003453914,0.0035006696,0.0024786304,0.0014527663,0.0007517146,6.81985970263056E-005,0.0007126047,0.001700901,0.000683198,0.0010044198,0.0007263504,0.0018897188,0.000687127,0.0027575527,0.0021765249,0.0022384599,0.0057205337,0.0023998509,0.0007276856,0.001069988,0.0008546205,0.0021977101,0.0013761433,0.0011565137,0.0012055085,0.001420136,0.004098543,0.0271217303,0.0085560489
X191,8,march president minister prime meeting day international visit gmt conference global world annual meet summit anniversary european parliament meets ,,NA,0.0001377599,0.0002530683,0.0006309501,0.0014032193,0.0006006893,0.0006246752,0.0003126709,7.75626281897065E-005,5.5887113752062E-005,0.002201755,0.001252337,0.0004385873,0.000780001,0.0005405046,4.2136226236454E-005,8.58976443472747E-005,0.0001174872,0.0003861973,0.0046115544,0.0026897632,0.0008114902,0.000071333,7.80181219372451E-005,0.0001980347,0.0017909792,0.00372766,0.0045199326,0.0039323192,0.0101133299,0.0004073888,0.0035859086,0.0026088721,0.0311268259,0.0213271147,0.0061670332,0.0007222863,0.0011450951,0.0209495757,0.0104196242,0.0027643089,0.0011895678,0.0018000177,0.0006663524,0.0006125828,0.0021696407,0.0002824257,0.0009622722,0.0002036066,0.0003035423,0.0001907215,0.0002225022,0.0002729642,0.0006961388,0.0003396246,0.0091177343,0.0067086459,0.0041591542,0.0001746002,0.0030237253,0.0005599504
X192,8,court case ruling supreme decision law justice federal judge claims lawsuit legal appeal appeals district state lawrence filed lawyers ,,NA,0.0001083097,7.70553798478201E-005,0.0037952555,0.0017796225,0.000764139,0.0014566043,0.0019450827,0.0024873068,0.000157364,0.0046066056,0.0010018622,0.0005099339,0.0011238167,0.004736553,0.000085126,2.56675441174376E-005,0.0003035165,0.0029432501,0.0016383235,0.0022179037,0.0009135093,0.000051885,0.0001967579,0.0030329207,0.0010068916,0.000559352,0.0004329924,0.0032105392,3.05093788150316E-005,0.0009161704,0.003107321,0.0007445873,0.0024877311,0.002225683,0.0030743935,0.0001110387,0.0019809294,0.0006610821,0.0007156374,0.0003895082,0.0027888037,0.0009025774,0.0008392073,0.0002007571,0.0026132707,0.0004442716,0.0020058373,0.0007468875,0.0007806651,0.0004600727,0.0001233012,0.0006668876,0.0006123565,0.0010271589,0.0036108399,0.000255446,3.99527333311631E-005,6.9042116695355E-005,0.0056452318,0.0012489416
X193,9,texas county death department district attorney found law max officials enforcement hasse mclelland authorities robinson kaufman died skilling dallas ,,NA,0.0003341008,0.0001125112,0.0007081869,0.000624065,0.0017989128,0.0014224592,0.0001128563,0.00011772,0.0001171564,0.001250314,0.0019403241,0.0019677521,0.0012675929,0.000038118,4.73999061355747E-005,4.35572778300654E-005,0.0014671242,0.0006348516,0.0011499122,0.0057905133,0.002245006,0.0005514483,0.0052449697,0.0039880785,0.0079784125,0.0036469936,0.0003703805,0.0001849609,3.96105765999588E-005,3.8583320325427E-005,7.37671590400461E-005,0.0023874409,0.0026149196,0.0012811401,0.0006352207,0.0010310275,0.0001516284,0.0010071399,0.0017211943,0.0011161118,0.0016484846,0.0008262391,0.0009328513,0.0019900931,0.000946823,0.0004240966,0.0008070689,0.0006413614,0.0010323633,0.0018341742,0.0031526081,0.0010892879,0.0003246475,0.0062617295,0.0005508258,0.0016111267,0.0001137229,0.0007426753,0.0004676827,0.0019092872
X194,9,glencore xstrata prize pulitzer york reporting copper iralco times board won aluminum lewis glasenberg alumina agreed davis week merger ,,NA,0.0096458763,0.0020342652,0.0017446741,0.000326328,0.0073377388,0.0008667453,5.04274854508271E-005,0.0053597628,0.0019138306,0.0018053517,1.30010976549604E-005,1.4643218707797E-005,1.87637743377744E-005,0.0001138347,0.0042663536,0.0029381756,0.0002150602,0.0004561638,1.65767278121088E-005,0.0008598761,0.0001727199,1.53105474892828E-005,0.0002877309,1.46213697523299E-005,0.0018476987,0.0001531984,1.59729419700957E-005,8.55276591708318E-005,0.0058770865,1.23757997115854E-005,0.0047899148,0.0034978809,0.0015698687,2.7808050131681E-005,5.86938469030017E-005,0.0085144231,1.32888701613078E-005,0.0015959962,0.0001206672,0.0001179771,1.17233855501822E-005,0.0001714316,0.0080935139,2.13870595524573E-005,6.0946595756815E-005,0.0002056439,0.0006577339,6.81927250465634E-005,0.0001112011,0.001323446,0.0013695328,0.0042770656,0.0012901726,1.86640759098484E-005,0.0012145835,0.000013821,0.0050885014,0.0016181048,0.0014482389,1.77244022096176E-005
X195,9,year million billion percent years reuters cost money costs end pay editing cut march total top increase half make ,,NA,0.000323952,1.66453702936653E-005,0.0016100948,0.0015822403,0.001890705,0.0034582427,0.0028525379,2.12166802277088E-005,9.43632246753195E-005,0.0014747324,0.004977457,0.0036157109,0.0046448687,0.005904137,0.00001379,0.000025528,0.002598663,0.0040686946,0.0044029369,0.0021474928,0.0018688812,3.20692592161748E-005,2.26424098056233E-005,0.0030268738,0.0023137715,0.0030764738,0.0034452232,2.87187590298419E-005,1.54714061651506E-005,1.50701724436754E-005,0.0120962042,0.0023400368,0.0051790644,0.0042124827,0.0019050891,0.0001943773,0.000016182,0.0018971252,0.0018072464,0.0015918341,0.0012372325,0.0016728553,1.66262530094249E-005,7.24278791303684E-005,0.001216695,0.000629789,0.0008959516,0.0006925143,0.0003793026,2.31123509971297E-005,0.0002174505,0.0022044272,0.000220627,9.22932239160103E-005,4.27141552107237E-005,9.96586204971085E-005,9.65497453385124E-005,0.0001553704,8.6031666560132E-005,0.0022137786
X196,9,year nfl draft million free signed season deal contract quarterback agent team round defensive football pick ravens tackle jets ,,NA,0.0002703538,0.0001509932,0.001591039,0.0035648945,0.0009355429,0.0017887377,0.0038949127,0.0013876474,0.0009109528,0.0002209296,0.0001023952,0.0018315481,0.0024041879,0.0048294351,0.0010469281,0.0007550424,0.001416798,0.0016227684,0.0008507265,0.0026451622,0.0010388188,0.0009999153,0.001915569,0.0017812413,0.001937116,0.0019284196,0.0018814704,0.0010098272,3.62241478215679E-005,0.0005590994,0.0021826597,0.0011071312,0.0021768242,0.0051765848,0.0024738139,0.0009095942,0.0006762602,0.0012062624,0.0002192364,0.0010191726,0.0014560122,0.000641518,8.19252202702518E-005,0.0008526519,0.0006374217,0.0012137856,0.000569231,0.0023174812,0.0010026253,0.0001423023,0.0004392757,0.0005411828,0.0004125363,0.0003156284,0.0008974252,0.0004817911,5.35863595645412E-005,0.0005205078,6.61998355001227E-005,0.0007542732
X197,9,special link reuters report http pdf sudan south november myanmar starbucks fiat tax pix greece country germany city graphic ,,NA,4.31462775968766E-005,0.0001073071,0.0028128768,0.0006675419,0.0004097701,0.0003181527,0.0035239601,0.0001473854,0.0001804509,0.0077897372,0.0025576859,0.0091155898,0.0013766073,0.001349549,0.00005908,0.0005247464,0.0001651953,0.0013454772,0.0009246275,0.0022502121,0.0004060883,0.0006375334,0.0001513718,0.0007822684,0.0005021159,0.0011578191,0.0006122365,0.0002715207,0.0004586314,4.29817959821796E-005,8.49402187877525E-005,0.0046978743,0.0002789159,0.0001257046,0.0001605926,0.0002038408,0.0002643322,0.0002069548,0.0005130187,0.0028952672,0.0068650326,0.0044859169,9.80292154321123E-005,4.74080747396634E-005,0.0006110448,9.13509154811733E-005,0.0013266406,0.0051890971,0.0003027614,0.0002908482,0.0001281115,0.0013142662,0.0006359144,0.0008583677,0.0007291048,0.0008922291,0.000097996,4.47366025372425E-005,0.0007463782,0.0003289475
X198,9,halftime attendance april march sunday card red pen matches summaries saturday gmt fixtures infostrada sports og friday penalty missed ,,NA,0.0002836254,0.0007506663,0.0037118391,0.0039351225,0.0037448733,0.0024166036,0.0011883871,0.0018183224,0.0008580665,0.0058883993,0.0044125917,0.0029842285,0.0019616398,0.0009585236,0.0004626838,0.0004112225,0.0025833906,0.0015212854,0.0018764992,0.002725545,0.0041821319,0.0001947262,0.0004661806,0.002913068,0.0054609682,0.0084400036,0.0061944977,0.0023219179,0.001592203,0.0002830272,0.0012565101,0.0057956521,0.0022224768,0.0003805107,0.0007308102,0.0009580635,0.0005560044,0.0011145366,0.0010060057,0.0017891957,0.0031252345,0.0011607443,0.0007299026,0.0009710738,0.0012614845,0.0012116358,0.0038320004,0.0026969169,0.0023791215,0.0003587516,0.0026598699,0.0022987804,0.0021657038,0.0068644871,0.0034220634,0.0014727306,0.0004533524,0.0001507798,0.0037669572,0.0015990444
X199,9,yemen al saleh president yemeni southern country hadi million sanaa arabia south saudi ali oil state arab mohammed political ,,NA,0.0017883183,0.006662334,0.0289953693,0.005001558,0.017393339,0.0029857161,0.0015399199,0.0008328274,0.0008474495,0.0017714162,0.0022379507,0.0025493901,0.0027783529,0.0010689818,0.0001402372,0.0001519821,0.0048614686,0.002354633,0.0033170964,0.0111618955,0.0005876039,0.000228616,0.0010848775,0.0009409687,0.0003763088,0.0006348887,0.0001612623,0.0019741209,0.0008871244,0.0003319804,0.0003748966,0.0006538841,0.0085697291,0.0074245767,0.0098340876,0.0414643711,0.0062098844,0.0051471437,0.0083940287,0.0013075474,0.0032538751,0.0009885255,0.000065443,0.0003802782,0.001237208,0.0025193938,0.001298033,0.0017618508,0.0027848188,0.0001138956,0.0021088504,0.0112755801,0.009984569,0.0014467998,0.012138158,0.0011846182,0.0009845866,0.0015127523,0.0029704593,0.0035733945
X200,9,iran nuclear iranian tehran sanctions powers uranium programme western talks weapons iaea atomic international world agency united military islamic ,,NA,0.0001015536,0.0198401016,0.0034171833,0.0013796424,0.001798183,0.0009174316,0.0001188667,3.38384172440058E-005,0.0037242529,0.0014808152,0.0011397184,0.002147733,0.001643925,0.000216674,0.0008785174,7.03198218440903E-005,0.0009905294,0.0039611435,0.0027454918,0.0002759059,0.0017412575,0.0002193466,9.26814301940871E-005,0.0007384857,6.83347143189704E-005,0.0007302622,0.0020130638,0.0017717471,0.0008416134,2.40353711143845E-005,0.0025381099,0.0003318187,0.0023083607,0.0012185003,2.90376925956955E-005,0.000032789,2.58086696182471E-005,0.0027038505,0.002485093,0.0007688319,0.0007961218,2.85302468917E-005,0.0013969366,9.53513717920175E-005,0.0009795848,0.0010685643,0.0029611571,0.0020851904,0.0003358815,0.0002208665,5.79775421697257E-005,0.0003240096,0.0107534773,0.0009252843,0.0005724564,0.0001733572,0.001892659,0.016855909,0.0018405138,0.0116321652
X201,9,elections global day meeting world parliamentary international council election brussels meet sunday visit monday president forum minister friday reuters ,,NA,0.00048371,0.0002262334,0.0003202694,6.54767967873159E-005,0.0002694436,8.22895923982155E-005,0.0001615701,0.0004151435,7.77168586738865E-005,2.32921135380397E-005,0.0001694556,0.0001718729,0.0001087481,8.48631142271732E-005,0.0017869315,3.30193116262977E-005,0.0006450326,0.0001893738,0.0001749668,0.0004563796,0.0001675591,0.0001719643,0.0001319782,0.0003684413,0.0002011873,0.000645219,0.0002918503,3.32314288415514E-005,0.0002023431,2.34317357087506E-005,0.0034910262,0.0009593975,5.75537270880788E-005,0.0002231818,0.000534014,0.0001204707,0.0007265586,0.0008150408,2.63311517278523E-005,0.0005292751,0.0007128445,2.78137251008216E-005,0.0002098781,0.0001382499,0.000127731,0.0001477228,0.000404191,0.0200105463,0.0127134017,0.0178048008,0.0075516557,0.0054118715,0.0031332909,0.0002924562,0.0018563632,0.0008592081,2.1809467854945E-005,4.68733265301385E-005,5.03915384842561E-005,0.0021211076
X202,10,percent growth government economic year deficit economy budget debt spending austerity fiscal public gdp cuts finance domestic cut recession ,,NA,0.0034647175,0.0056463738,0.0052403666,0.0056315522,0.005740655,0.0073959427,0.007744043,0.0039387557,0.0039010709,0.0064949727,0.0065924435,0.00703445,0.0075336388,0.0052731103,0.0038119808,0.0039827077,0.0051879199,0.0051241696,0.0047585301,0.0039380765,0.0043857974,0.005275443,0.0041954,0.0064739821,0.0060664432,0.0089774356,0.0101032468,0.004089787,0.0028191295,0.0031191102,0.0034459249,0.0047734852,0.0058013924,0.0061861664,0.0044105859,0.0025014297,0.0024291925,0.0055661529,0.0049818541,0.005301378,0.0057042453,0.004943882,0.0018323071,0.0037740788,0.0053151283,0.0041486228,0.0062959108,0.0037761551,0.0057345952,0.0044100317,0.0033515061,0.0048954957,0.0059114721,0.0047146659,0.0048838859,0.0041030625,0.0025393775,0.0030418737,0.0040113657,0.0053527572
X203,10,north korea south nuclear korean pyongyang united states military test war sanctions missile kim peninsula china seoul threats state ,,NA,6.06841027215035E-005,0.0011453336,0.0003871484,0.003041893,0.0027831737,0.0002611216,0.0014181562,0.0065081415,0.005949303,0.006908647,0.0052731998,0.0091382009,0.003172692,0.0015041122,0.0006456945,0.0041644596,0.0104235449,0.0011967447,0.0028573026,0.0037167945,0.0012175093,6.04018171784187E-005,0.0003598948,6.69525499209049E-005,0.0011452565,0.0006724397,0.0002816117,9.40758865915267E-005,0.00021134,7.43587981372794E-005,0.0032878444,0.0052034793,0.0046416495,0.0020915532,0.0029409865,6.66054674001641E-005,0.0072348619,0.0071189492,0.0036539027,0.0022104146,0.0040215315,0.0039477895,0.0014171141,0.014976787,0.0743700062,0.0222560167,0.0147135765,0.0044666936,0.0151117995,7.48787280041009E-005,0.006106189,0.0054052151,0.0016247374,0.0020409934,0.0032233865,0.0013921195,0.0005841762,0.0020202987,0.0026440237,0.000631696
X204,10,rudar velenje maribor ljubljana domzale gorenjska triglav mura kidricevo aluminij gorica celje mik koper olimpija xe slovenian play wednesday ,,NA,0.0001818757,8.49775517504138E-006,6.6308798510392E-005,9.04928991606001E-005,8.51785239111383E-006,0.0010230888,8.30506820695939E-006,1.08314895386151E-005,7.61093169862786E-006,7.64774526494168E-006,0.0002823672,0.0002627198,6.64215290979529E-006,0.004382622,0.00000704,1.58207690134914E-005,0.0011985376,0.001575752,2.08064354457005E-005,1.9323918824801E-005,1.73673647561397E-005,0.000009518,0.0006028879,7.35379272021977E-005,2.41429479584757E-005,9.37132658790973E-005,0.0004372149,0.0001648185,7.89842577759352E-006,7.69358888463688E-006,7.54708528471264E-006,7.14420747418324E-005,8.79993662584384E-006,6.59961711585352E-006,9.29480422526301E-006,0.0014232325,0.0038089161,0.0001544138,8.64558472198187E-006,0.0060735109,0.0001206875,0.000539086,6.10363403323465E-005,7.36174049833195E-006,0.000352712,1.24543345288102E-005,4.00468893145331E-005,8.74969859745605E-006,7.17013452450769E-005,0.000990636,0.002325278,2.92166486074423E-005,9.6586566477371E-006,7.56221165551872E-006,0.0001266671,0.0001227035,0.001081151,0.0013322133,0.0001070671,4.22623608325983E-005
X205,10,league april march fenerbahce galatasaray mersin besiktas idmanyurdu karabukspor orduspor genclerbirligi trabzonspor kasimpasa sivasspor bursaspor kayserispor gaziantepspor antalyaspor eskisehirspor ,,NA,0.0001505456,0.0001777777,0.0102027243,0.0127183682,0.0159478188,0.0096754185,0.009515195,0.0002357732,0.0003251628,0.0108494231,0.0116249909,0.0117662572,0.0095590101,0.0096699077,8.4627434127228E-005,0.000098283,0.0124147432,0.0135337829,0.0099109086,0.0080183176,0.0121456087,0.0001447484,0.0002631579,0.0183633401,0.0111384351,0.0104164253,0.0115700027,0.0002020645,0.0002560183,8.34520878728804E-005,0.0001232463,0.0189419804,0.0125452313,0.0140694065,0.0100174205,0.000138874,0.0001422306,0.0149497674,0.0132093209,0.0141377109,0.0131442385,0.0125145721,0.000092069,0.000183652,0.013057556,0.0109265693,0.0187534644,0.0133386213,0.0118835126,0.000145422,0.0004564807,0.0107777581,0.0128952917,0.0135274225,0.0129231802,0.0133063709,0.0001757945,8.68591644616235E-005,0.0134534635,0.0086214037
X206,10,paraguay cartes party alegre lugo year colorado percent president center election congress leftist pinera bachelet sunday state chile asuncion ,,NA,0.0001576941,0.0001836878,0.0032227688,0.0020268,0.0005217041,0.0050741346,0.0021725794,0.0008696262,0.0041415335,0.0021495671,0.0010454534,0.0029909023,0.0005779527,0.0011019444,0.0002099694,0.0020156707,0.0038534106,0.002685335,0.001072028,0.0018627233,0.0011148505,0.0005840149,0.0024950987,0.0004080409,0.0014505641,0.001468726,0.0004264153,0.0003414008,4.03904728723165E-005,0.0041387125,0.0002861186,0.0001572991,0.0002752712,0.0045776057,0.0001028414,0.000514427,0.0023714567,0.001497313,0.0029166909,0.0040274944,0.0004246821,0.0013016932,7.29521317710362E-005,0.0002268079,0.0038854291,0.0024678728,0.00171519,0.0004365928,0.0004346033,0.0002169032,0.0003282704,0.0015563056,0.000416555,0.0007863282,0.0005307171,0.0013530444,3.66191265142218E-005,0.0018944536,0.0010379481,0.0019058836
